epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,1437.29,0.57607,0.59516,0.7968,0.96148,0.99664,0.995,0.75653,0.77525,0.65007,0.77764,0.000632793,0.000632793,0.000632793
190,1445.71,0.56469,0.53985,0.78087,0.96358,0.99704,0.995,0.76219,0.79165,0.62619,0.77972,0.000627292,0.000627292,0.000627292
191,1454.12,0.54007,0.54773,0.76972,0.96358,0.99704,0.995,0.76219,0.79165,0.62619,0.77972,0.000621791,0.000621791,0.000621791
192,1462.68,0.53497,0.53954,0.79762,0.9672,0.99813,0.995,0.75545,0.75139,0.60851,0.78073,0.00061629,0.00061629,0.00061629
193,1471.28,0.63148,0.55645,0.76137,0.9672,0.99813,0.995,0.75545,0.75139,0.60851,0.78073,0.000610789,0.000610789,0.000610789
194,1479.65,0.56519,0.56184,0.76877,0.97061,0.99845,0.995,0.74775,0.70014,0.59313,0.77571,0.000605288,0.000605288,0.000605288
195,1487.87,0.56133,0.58736,0.76674,0.97061,0.99845,0.995,0.74775,0.70014,0.59313,0.77571,0.000599787,0.000599787,0.000599787
196,1496.2,0.59526,0.56674,0.77456,0.97106,0.99797,0.995,0.75008,0.75396,0.5962,0.77327,0.000594286,0.000594286,0.000594286
197,1504.7,0.5389,0.5374,0.79216,0.97106,0.99797,0.995,0.75008,0.75396,0.5962,0.77327,0.000588784,0.000588784,0.000588784
198,1513.26,0.58374,0.55413,0.804,0.97281,0.99752,0.995,0.74183,0.76115,0.59752,0.7748,0.000583283,0.000583283,0.000583283
199,1521.43,0.57862,0.59401,0.78822,0.97281,0.99752,0.995,0.74183,0.76115,0.59752,0.7748,0.000577782,0.000577782,0.000577782
200,1529.87,0.58818,0.57361,0.7951,0.97363,0.9976,0.995,0.74324,0.7099,0.58692,0.77358,0.000572281,0.000572281,0.000572281
201,1538.59,0.59013,0.60924,0.78718,0.97363,0.9976,0.995,0.74324,0.7099,0.58692,0.77358,0.00056678,0.00056678,0.00056678
202,1546.98,0.52067,0.54838,0.77869,0.9714,0.99748,0.995,0.74713,0.69592,0.56783,0.77297,0.000561279,0.000561279,0.000561279
203,1555.15,0.57924,0.55665,0.79101,0.9714,0.99748,0.995,0.74713,0.69592,0.56783,0.77297,0.000555778,0.000555778,0.000555778
204,1563.84,0.55514,0.56939,0.79678,0.96681,0.99682,0.995,0.74724,0.7063,0.56621,0.77223,0.000550277,0.000550277,0.000550277
205,1572.31,0.52633,0.52386,0.79894,0.96681,0.99682,0.995,0.74724,0.7063,0.56621,0.77223,0.000544776,0.000544776,0.000544776
206,1580.99,0.54939,0.50416,0.75686,0.96292,0.99623,0.995,0.73689,0.76961,0.59598,0.77302,0.000539275,0.000539275,0.000539275
207,1589.41,0.5302,0.53017,0.7806,0.96292,0.99623,0.995,0.73689,0.76961,0.59598,0.77302,0.000533773,0.000533773,0.000533773
208,1597.9,0.53546,0.51762,0.77322,0.96224,0.99627,0.995,0.75432,0.84399,0.60163,0.7761,0.000528272,0.000528272,0.000528272
